EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,DistanceFromHome,Attrition
1208,42,Male,Single,PhD,IT,Technician,7,3,10387.07,1,2,8,No,1.18,Yes
1209,27,Female,Single,High School,IT,Analyst,36,12,17906.49,1,4,6,Yes,1.28,Yes
1210,42,Male,Single,High School,IT,Analyst,1,6,2688.76,5,5,0,No,43.44,No
1211,58,Male,Single,Master,Sales,Technician,36,19,17205.33,3,1,2,No,14.6,No
1212,51,Female,Single,Bachelor,Sales,Analyst,39,4,4438.98,4,4,0,No,26.77,Yes
1213,41,Male,Divorced,Master,R&D,Manager,1,10,12653.25,3,1,4,No,33.29,No
1214,62,Male,Married,PhD,Sales,Developer,24,8,15077.56,5,3,6,Yes,32.59,No
1215,53,Male,Single,PhD,IT,Manager,10,10,5555.85,5,4,4,Yes,28.4,No
1216,52,Male,Single,Bachelor,Sales,Analyst,11,16,5000.46,5,4,2,No,10.83,Yes
1217,57,Male,Married,High School,R&D,Technician,38,11,14281.18,1,5,4,No,38.12,No
1218,46,Female,Married,High School,Finance,Sales Executive,22,4,5009.98,1,3,8,Yes,28.87,Yes
1219,26,Female,Divorced,Master,HR,Analyst,31,13,11234.64,3,2,2,No,16.78,Yes
1220,29,Male,Single,PhD,Sales,Sales Executive,1,3,6725.37,2,1,9,No,34.92,No
1221,38,Male,Single,PhD,Finance,Developer,11,3,2569.94,1,4,5,Yes,8.41,No
1222,36,Female,Single,Bachelor,R&D,Manager,6,17,3207.97,4,1,1,Yes,18.97,No
1223,41,Female,Divorced,Bachelor,Finance,Developer,17,7,4365.39,4,4,3,No,10.71,Yes
1224,50,Female,Married,Master,Finance,Sales Executive,14,11,11814.63,4,4,6,No,18.67,Yes
1225,57,Female,Divorced,Bachelor,Finance,Developer,32,4,5805.75,5,2,8,No,28.15,No
1226,49,Male,Divorced,High School,IT,Sales Executive,20,16,17290.88,3,5,3,No,23.48,Yes
1227,29,Male,Single,Bachelor,Sales,Manager,4,7,2489.75,5,1,9,Yes,28.98,Yes
1228,35,Female,Married,PhD,Finance,Sales Executive,39,16,13870.75,4,1,2,No,15.84,No
1229,54,Male,Single,PhD,R&D,Manager,22,18,3611.18,4,3,6,No,5.41,No
1230,55,Male,Divorced,PhD,HR,Analyst,29,12,18026.6,5,3,1,No,6.61,Yes
1231,50,Female,Divorced,PhD,HR,Sales Executive,37,9,2741.0,4,5,3,Yes,18.79,No
1232,43,Female,Married,High School,HR,Developer,13,10,4574.51,4,5,4,No,21.56,No
1233,24,Male,Married,Master,IT,Technician,15,4,6998.24,3,3,2,No,36.32,No
1234,44,Female,Married,Bachelor,Sales,Developer,35,6,3810.85,4,3,4,Yes,15.3,Yes
1235,24,Male,Single,Master,HR,Technician,25,19,18407.4,5,3,1,Yes,35.8,Yes
1236,27,Female,Divorced,Master,IT,Developer,3,18,4382.76,5,5,7,No,30.82,No
1237,61,Male,Married,Bachelor,R&D,Sales Executive,12,12,3493.91,2,3,4,No,14.94,No
1238,44,Female,Married,PhD,R&D,Analyst,14,18,3077.03,4,2,7,Yes,48.81,Yes
1239,33,Male,Married,PhD,IT,Sales Executive,32,3,16508.12,2,5,2,No,14.1,Yes
1240,26,Female,Single,PhD,Sales,Manager,4,18,13697.77,5,3,1,Yes,26.97,No
1241,26,Female,Single,Bachelor,R&D,Analyst,29,2,15624.3,2,5,8,No,42.22,No
1242,24,Male,Single,Bachelor,Sales,Sales Executive,31,19,14688.97,4,2,4,Yes,11.64,Yes
1243,25,Female,Single,PhD,IT,Analyst,32,17,19422.65,1,1,7,Yes,4.33,No
1244,45,Male,Married,High School,R&D,Manager,24,11,15832.54,3,3,9,Yes,24.97,Yes
1245,26,Female,Divorced,Master,R&D,Technician,11,13,8885.96,4,2,4,Yes,31.28,No
1246,52,Male,Divorced,High School,Finance,Analyst,30,9,7216.11,2,4,5,No,7.14,No
1247,56,Female,Married,Master,R&D,Analyst,19,17,7255.88,2,5,1,No,6.25,No
1248,63,Female,Divorced,Master,HR,Manager,36,13,7628.82,2,1,0,Yes,5.01,Yes
1249,40,Male,Single,High School,Finance,Sales Executive,6,13,5354.76,5,4,1,No,33.21,No
1250,29,Male,Single,Master,IT,Technician,2,2,9076.51,4,3,1,Yes,46.77,Yes
1251,49,Male,Single,High School,HR,Analyst,39,17,3981.26,2,4,8,No,46.31,No
1252,59,Female,Married,PhD,HR,Analyst,19,5,7348.51,1,3,6,No,40.62,No
1253,44,Male,Single,Bachelor,Sales,Analyst,18,14,5152.73,4,2,4,No,19.34,Yes
1254,28,Female,Single,Master,Finance,Analyst,36,17,18553.29,5,2,8,No,29.0,No
1255,59,Male,Single,High School,Sales,Manager,20,6,10302.46,4,1,7,Yes,49.99,Yes
1256,34,Male,Divorced,Bachelor,Finance,Analyst,37,9,16806.86,5,4,9,No,41.83,No
1257,42,Female,Married,Master,Finance,Technician,1,12,12592.16,5,5,6,Yes,5.25,No
1258,58,Female,Married,Master,HR,Manager,23,12,12773.65,3,2,4,No,1.11,Yes
1259,27,Male,Married,Master,R&D,Analyst,38,7,2057.69,3,2,7,No,19.84,No
1260,31,Male,Divorced,Master,Sales,Technician,20,18,2229.61,1,3,9,No,2.32,No
1261,48,Female,Single,Bachelor,Sales,Developer,4,5,7017.69,2,1,4,Yes,38.31,Yes
1262,47,Female,Married,Master,HR,Developer,38,11,3063.45,4,1,4,No,30.83,Yes
1263,63,Male,Married,Master,R&D,Technician,5,14,6989.71,2,3,4,No,33.45,No
1264,49,Female,Single,Bachelor,Finance,Analyst,6,7,13124.33,4,5,1,Yes,46.27,Yes
1265,37,Female,Single,Bachelor,Finance,Analyst,26,11,14764.73,1,2,8,Yes,49.28,Yes
1266,49,Male,Divorced,Master,R&D,Manager,1,2,13021.16,1,1,9,No,16.8,No
1267,24,Female,Married,Bachelor,Finance,Analyst,15,17,11979.37,4,3,5,Yes,7.84,Yes
1268,22,Male,Married,Bachelor,Sales,Manager,16,15,3462.95,5,4,1,No,2.29,No
1269,24,Female,Married,High School,Sales,Analyst,23,1,4309.26,3,1,0,Yes,43.68,Yes
1270,51,Male,Divorced,Bachelor,Sales,Sales Executive,22,13,2738.61,4,2,3,No,15.16,No
1271,40,Female,Married,PhD,HR,Sales Executive,5,6,16623.76,5,2,3,Yes,2.65,Yes
1272,54,Male,Married,High School,Finance,Technician,5,2,7824.27,4,2,4,No,30.26,Yes
1273,29,Female,Married,PhD,HR,Sales Executive,6,2,9241.99,4,4,3,No,20.65,Yes
1274,40,Female,Divorced,High School,Finance,Developer,2,10,13235.05,4,4,0,Yes,43.67,Yes
1275,57,Male,Married,High School,Sales,Developer,10,18,19440.33,4,2,1,Yes,6.0,No
1276,58,Female,Married,High School,Sales,Manager,36,12,13071.76,4,3,5,No,30.17,Yes
1277,26,Male,Divorced,High School,R&D,Developer,35,19,4111.91,5,3,9,No,39.7,No
1278,55,Female,Married,Bachelor,Finance,Analyst,23,13,18246.5,1,2,8,Yes,43.43,No
1279,59,Female,Single,PhD,IT,Manager,16,8,6133.52,3,3,7,Yes,4.51,No
1280,48,Male,Divorced,Bachelor,HR,Sales Executive,37,16,16231.46,3,5,6,No,39.35,No
1281,60,Female,Single,Bachelor,Sales,Sales Executive,35,11,15457.12,5,2,6,No,39.99,Yes
1282,63,Male,Single,Master,R&D,Developer,16,4,9471.3,5,1,0,No,13.83,Yes
1283,63,Male,Married,Bachelor,R&D,Developer,5,17,11399.47,4,5,4,No,15.75,Yes
1284,45,Male,Married,High School,Sales,Analyst,11,8,6115.1,1,5,3,No,46.11,No
1285,52,Male,Married,Master,Finance,Sales Executive,29,1,14646.65,1,3,4,Yes,31.75,Yes
1286,43,Male,Divorced,Master,R&D,Developer,11,3,19626.8,2,5,5,Yes,2.49,Yes
1287,44,Female,Divorced,Bachelor,Finance,Sales Executive,16,13,9689.13,1,4,5,No,41.09,Yes
1288,62,Female,Divorced,PhD,R&D,Sales Executive,25,1,19962.5,4,3,9,No,48.57,Yes
1289,45,Female,Single,Master,HR,Developer,3,2,6543.15,2,3,4,Yes,21.12,Yes
1290,61,Male,Divorced,Bachelor,Finance,Sales Executive,3,5,4170.94,5,4,2,No,37.86,No
1291,53,Male,Divorced,Bachelor,R&D,Developer,1,8,19972.81,4,5,2,No,36.46,No
1292,54,Female,Married,High School,Sales,Technician,12,17,8769.36,2,3,7,No,20.69,No
1293,49,Male,Single,PhD,IT,Developer,7,2,17468.48,4,3,7,No,23.22,No
1294,38,Male,Divorced,Master,Sales,Sales Executive,32,8,2531.16,5,1,7,No,31.42,Yes
1295,47,Female,Married,PhD,Finance,Technician,22,11,13305.73,2,3,6,Yes,9.53,Yes
1296,39,Male,Married,PhD,Sales,Sales Executive,12,19,2059.66,4,3,4,No,25.82,No
1297,36,Male,Divorced,PhD,Sales,Sales Executive,6,13,11081.06,3,4,5,Yes,17.45,Yes
1298,59,Female,Single,Master,IT,Technician,38,7,15258.07,5,3,5,No,5.13,No
1299,43,Male,Single,Master,Sales,Analyst,39,19,13184.32,2,3,8,Yes,10.82,Yes
1300,39,Male,Divorced,PhD,R&D,Technician,38,6,13297.43,3,5,4,Yes,25.57,No
1301,42,Male,Divorced,Bachelor,HR,Sales Executive,21,13,7878.88,3,3,6,No,45.48,No
1302,40,Female,Divorced,Master,IT,Sales Executive,28,17,13407.23,2,2,8,No,43.17,Yes
1303,23,Male,Single,High School,Finance,Analyst,32,4,17385.73,1,2,8,No,45.97,No
1304,51,Female,Single,PhD,R&D,Technician,27,11,10939.58,1,1,0,Yes,12.98,Yes
1305,46,Male,Married,Master,Finance,Developer,15,17,11750.67,4,2,6,No,41.51,Yes
1306,47,Male,Married,Master,IT,Sales Executive,33,1,17090.96,2,2,8,Yes,17.83,No
1307,60,Female,Single,PhD,IT,Technician,32,11,4193.35,2,4,3,No,48.15,No
1308,38,Female,Married,High School,Sales,Manager,34,19,12819.56,3,4,2,Yes,13.77,No
1309,37,Male,Single,Bachelor,IT,Sales Executive,7,13,10539.73,3,1,0,No,17.26,Yes
1310,48,Female,Married,Bachelor,Finance,Developer,13,14,9510.88,3,4,6,No,1.45,No
1311,24,Female,Divorced,Master,IT,Sales Executive,39,16,9337.54,5,3,7,No,46.2,No
1312,63,Female,Single,High School,HR,Technician,6,14,13391.42,1,1,8,Yes,31.08,No
1313,59,Male,Married,High School,Sales,Analyst,9,7,18156.51,4,3,2,Yes,16.3,No
1314,50,Male,Divorced,PhD,IT,Manager,4,5,13701.07,4,5,2,Yes,8.05,No
1315,23,Male,Married,PhD,HR,Developer,30,9,6758.66,2,4,0,No,32.64,Yes
1316,64,Male,Married,High School,Finance,Sales Executive,28,11,4480.47,3,3,4,No,5.7,Yes
1317,61,Female,Divorced,Bachelor,Finance,Developer,21,18,19608.41,2,5,7,No,8.11,Yes
1318,35,Female,Divorced,PhD,HR,Analyst,12,9,7474.77,1,4,6,Yes,25.8,No
1319,33,Male,Single,PhD,HR,Manager,13,9,10391.34,5,4,6,Yes,7.48,No
1320,45,Female,Married,Bachelor,IT,Developer,13,6,2312.19,1,1,3,No,5.45,No
1321,49,Female,Divorced,Bachelor,Sales,Technician,27,6,16601.03,2,2,0,No,35.0,No
1322,60,Female,Married,PhD,Sales,Technician,28,4,16275.86,3,2,6,No,23.6,Yes
1323,39,Female,Divorced,High School,R&D,Developer,18,11,14504.37,2,3,2,No,3.43,Yes
1324,46,Male,Single,PhD,HR,Manager,37,2,8409.16,3,1,4,Yes,3.35,Yes
1325,58,Female,Divorced,Bachelor,Finance,Sales Executive,16,12,8725.35,3,2,8,No,48.06,Yes
1326,27,Female,Married,PhD,R&D,Technician,21,8,10928.16,2,3,2,No,3.65,Yes
1327,51,Female,Married,Master,HR,Sales Executive,10,13,9236.02,5,3,1,No,22.78,No
1328,52,Female,Single,Bachelor,HR,Sales Executive,14,4,5031.94,2,2,9,Yes,20.08,Yes
1329,55,Male,Single,PhD,R&D,Developer,28,9,6158.49,1,5,7,Yes,25.65,No
1330,40,Male,Divorced,Master,Sales,Technician,29,16,7954.87,1,3,1,No,44.14,Yes
1331,49,Male,Divorced,Bachelor,HR,Developer,11,2,2358.03,4,2,5,Yes,34.12,No
1332,29,Male,Married,Master,R&D,Analyst,30,19,8142.51,1,5,5,Yes,39.14,No
1333,32,Male,Divorced,High School,IT,Sales Executive,27,5,16779.51,1,2,1,Yes,22.0,Yes
1334,37,Female,Single,Bachelor,IT,Manager,3,14,10446.5,2,3,4,No,28.68,Yes
1335,47,Female,Divorced,Master,Finance,Sales Executive,1,11,5341.22,2,5,0,Yes,4.34,No
1336,22,Female,Single,High School,Sales,Manager,32,3,14505.94,5,3,6,No,4.53,Yes
1337,52,Male,Married,Master,R&D,Developer,39,9,2389.57,1,2,1,No,43.61,Yes
1338,48,Male,Divorced,Bachelor,Sales,Technician,21,5,4782.26,5,1,8,No,25.84,Yes
1339,30,Female,Single,Bachelor,Sales,Sales Executive,2,18,12478.5,5,1,0,No,6.34,Yes
1340,47,Male,Divorced,Bachelor,R&D,Analyst,10,9,14103.21,1,2,3,Yes,4.67,No
1341,27,Female,Single,High School,HR,Sales Executive,31,9,7305.26,2,4,5,Yes,46.06,No
1342,28,Female,Single,PhD,IT,Manager,18,2,7003.68,3,5,2,No,9.36,Yes
1343,34,Male,Single,Bachelor,Finance,Manager,7,6,2371.67,3,1,5,Yes,22.15,Yes
1344,31,Female,Divorced,High School,HR,Manager,5,4,7129.03,3,2,3,Yes,39.35,No
1345,64,Female,Single,High School,Sales,Technician,29,1,19267.61,5,4,1,Yes,43.49,Yes
1346,52,Female,Divorced,Bachelor,Sales,Analyst,4,13,9147.27,3,3,9,No,43.35,No
1347,58,Male,Single,Bachelor,R&D,Analyst,3,5,7900.87,4,3,4,No,44.29,No
1348,39,Male,Single,Bachelor,IT,Manager,13,14,13278.55,4,3,9,No,8.37,No
1349,32,Male,Divorced,Bachelor,IT,Analyst,3,14,19803.68,5,2,7,No,21.99,No
1350,31,Female,Divorced,PhD,Finance,Analyst,8,19,9878.91,2,5,1,Yes,33.34,No
1351,49,Male,Divorced,PhD,HR,Developer,4,1,3708.96,1,2,5,Yes,45.16,Yes
1352,42,Female,Married,Master,Finance,Analyst,35,18,14913.82,5,4,7,Yes,21.99,No
1353,46,Female,Married,PhD,Sales,Manager,12,7,18153.67,3,5,5,Yes,31.44,Yes
1354,27,Male,Married,Master,Sales,Technician,24,17,14246.73,1,3,4,No,48.03,No
1355,63,Male,Single,Master,IT,Developer,38,3,10950.91,2,1,2,Yes,48.25,Yes
1356,32,Female,Single,High School,Sales,Analyst,19,1,6436.03,3,1,7,Yes,33.66,No
1357,54,Male,Single,PhD,HR,Developer,36,1,10027.85,4,1,9,Yes,25.65,No
1358,26,Male,Divorced,PhD,HR,Sales Executive,35,12,9600.33,4,4,1,No,29.05,No
1359,55,Female,Married,PhD,Finance,Developer,18,13,19328.2,5,3,9,No,45.16,Yes
1360,53,Male,Single,High School,HR,Developer,34,4,2665.04,2,1,8,Yes,34.97,Yes
1361,64,Female,Divorced,Master,Sales,Developer,25,15,8563.87,5,5,7,No,12.82,Yes
1362,45,Male,Married,PhD,R&D,Analyst,7,17,7598.95,2,1,5,No,10.54,No
1363,34,Male,Married,Bachelor,IT,Developer,11,6,19678.44,5,4,8,No,9.19,No
1364,64,Female,Divorced,High School,IT,Technician,38,13,2116.48,1,1,5,Yes,30.24,No
1365,27,Female,Single,High School,IT,Analyst,19,7,7264.41,5,4,7,Yes,32.15,No
1366,55,Female,Married,High School,R&D,Manager,35,5,19529.03,1,4,4,No,4.89,Yes
1367,46,Female,Single,High School,Sales,Sales Executive,20,11,4866.07,2,5,6,No,37.59,No
1368,62,Male,Single,Master,HR,Manager,27,5,16207.46,1,4,1,No,28.02,No
1369,44,Male,Single,Master,Sales,Analyst,31,1,12147.19,1,2,0,Yes,15.66,No
1370,34,Male,Single,PhD,Finance,Manager,25,13,18307.09,5,3,7,No,47.86,No
1371,49,Female,Single,PhD,Sales,Sales Executive,2,12,17715.84,1,4,4,No,25.22,No
1372,34,Male,Single,High School,Sales,Developer,29,14,12372.22,3,2,8,Yes,24.39,Yes
1373,28,Female,Single,Bachelor,IT,Manager,37,1,11976.73,3,2,6,No,22.66,No
1374,38,Female,Divorced,Master,Sales,Analyst,31,13,4719.77,2,1,3,Yes,28.43,Yes
1375,30,Female,Single,High School,R&D,Technician,6,18,3087.54,3,5,4,No,3.34,Yes
1376,35,Male,Single,Master,IT,Sales Executive,21,17,15177.76,5,1,2,No,3.31,Yes
1377,51,Male,Married,High School,Finance,Manager,33,8,13026.1,1,5,4,Yes,23.65,Yes
1378,62,Female,Married,Bachelor,R&D,Technician,9,8,16316.7,1,1,9,Yes,38.5,No
1379,59,Female,Single,High School,R&D,Sales Executive,10,8,2327.72,2,1,3,Yes,26.45,Yes
1380,51,Female,Married,High School,Finance,Manager,22,17,18806.3,1,2,2,No,46.17,Yes
1381,54,Male,Divorced,High School,HR,Analyst,31,12,3314.56,1,3,7,Yes,32.21,No
1382,46,Female,Divorced,Bachelor,Sales,Technician,11,11,18283.41,1,2,3,Yes,1.42,No
1383,52,Female,Divorced,PhD,Sales,Technician,19,17,5442.13,2,1,9,Yes,22.93,No
1384,44,Female,Married,PhD,HR,Manager,12,7,6679.74,3,3,3,Yes,28.05,No
1385,48,Male,Divorced,PhD,Finance,Manager,38,10,17692.35,3,1,7,Yes,1.81,No
1386,54,Male,Divorced,High School,HR,Analyst,16,17,10125.9,4,1,4,Yes,6.23,No
1387,41,Female,Married,PhD,IT,Analyst,13,18,14499.5,5,3,4,No,49.93,Yes
1388,49,Female,Single,High School,IT,Developer,38,17,18199.66,4,2,4,Yes,34.1,Yes
1389,29,Female,Single,Master,IT,Manager,13,11,7248.72,2,4,5,Yes,34.11,Yes
1390,43,Male,Single,High School,HR,Analyst,15,9,4443.74,2,1,4,No,28.91,No
1391,56,Male,Married,Master,R&D,Manager,18,8,11728.28,3,4,0,No,44.91,Yes
1392,52,Female,Single,High School,IT,Analyst,16,11,8988.64,1,2,0,No,15.14,Yes
1393,45,Male,Divorced,Bachelor,HR,Sales Executive,5,4,16377.63,4,4,5,No,42.8,Yes
1394,36,Female,Single,Bachelor,IT,Analyst,27,19,2090.88,2,2,1,Yes,5.74,Yes
1395,52,Male,Divorced,PhD,IT,Analyst,2,8,12446.94,5,4,2,No,48.77,No
1396,26,Female,Single,Bachelor,Sales,Sales Executive,27,9,11286.81,4,4,5,Yes,41.06,Yes
1397,43,Male,Single,High School,HR,Sales Executive,1,14,17294.99,5,1,1,Yes,1.12,No
1398,38,Female,Single,Bachelor,Sales,Developer,14,14,12378.2,5,3,5,Yes,3.92,No
1399,49,Female,Married,Bachelor,Finance,Analyst,35,1,19922.24,3,3,5,No,5.16,No
1400,24,Female,Single,High School,IT,Sales Executive,23,15,2477.6,3,2,1,No,34.5,Yes
1401,40,Male,Divorced,PhD,IT,Developer,22,8,11064.32,5,1,9,Yes,34.54,No
1402,59,Female,Divorced,PhD,Sales,Developer,27,5,19568.09,4,4,1,No,4.98,Yes
1403,48,Female,Single,PhD,HR,Manager,25,19,19020.84,3,2,6,No,22.97,No
1404,38,Female,Married,Master,R&D,Sales Executive,34,16,5934.73,4,3,8,No,12.65,Yes
1405,53,Female,Single,PhD,R&D,Technician,27,10,16889.97,3,4,0,Yes,20.55,No
1406,58,Male,Single,High School,Finance,Sales Executive,35,11,16496.7,1,1,7,Yes,12.72,Yes
1407,42,Male,Divorced,PhD,HR,Sales Executive,21,5,19324.77,2,2,3,No,21.38,No
1408,58,Female,Married,High School,HR,Developer,39,10,11168.67,1,5,5,No,32.47,No
1409,32,Male,Divorced,Master,Sales,Sales Executive,3,16,11526.27,1,1,2,No,8.54,No
1410,22,Female,Married,Bachelor,IT,Sales Executive,25,4,16156.32,2,2,9,No,11.7,No
1411,51,Male,Single,High School,IT,Developer,4,1,19981.79,3,4,0,Yes,18.51,No
1412,47,Female,Divorced,Master,HR,Developer,15,15,7564.44,3,2,0,Yes,49.01,No
1413,64,Female,Single,Master,R&D,Manager,3,7,14299.42,1,1,4,Yes,32.18,No
1414,57,Female,Single,Bachelor,Finance,Manager,11,4,14080.7,3,3,3,Yes,45.86,No
1415,47,Female,Divorced,High School,Sales,Sales Executive,28,14,17431.84,5,3,7,Yes,42.95,No
1416,63,Female,Single,PhD,HR,Sales Executive,3,5,13690.75,5,1,2,Yes,28.38,Yes
1417,48,Female,Married,Master,Finance,Analyst,18,17,10247.6,3,4,2,No,14.52,Yes
1418,47,Male,Single,PhD,HR,Technician,9,4,7594.76,5,3,1,Yes,13.62,No
1419,64,Male,Married,High School,Finance,Analyst,15,5,19445.19,2,5,8,No,28.88,No
1420,39,Male,Single,High School,Finance,Analyst,8,17,8043.25,1,5,4,No,28.3,No
1421,54,Female,Married,Bachelor,IT,Sales Executive,14,11,6592.6,3,5,8,Yes,28.42,Yes
1422,57,Male,Divorced,PhD,Sales,Developer,38,4,16267.82,1,2,6,Yes,18.98,No
1423,58,Female,Single,High School,Sales,Developer,13,15,10957.72,2,4,7,No,35.68,Yes
1424,55,Male,Divorced,Bachelor,IT,Technician,39,7,5298.44,1,4,6,No,21.0,No
1425,47,Female,Divorced,Master,R&D,Developer,10,5,8463.15,3,3,4,Yes,18.21,Yes
1426,43,Male,Married,PhD,Sales,Sales Executive,30,14,5662.43,2,1,1,No,25.76,No
1427,45,Female,Single,Bachelor,IT,Developer,5,1,5762.47,2,5,7,No,44.85,No
1428,33,Male,Divorced,Bachelor,Finance,Manager,22,7,3364.29,5,5,4,Yes,35.6,Yes
1429,32,Female,Single,Master,Finance,Technician,35,13,13613.39,3,1,7,Yes,40.89,No
1430,42,Male,Married,Bachelor,Sales,Developer,5,13,8682.84,2,1,4,No,27.19,Yes
1431,37,Female,Divorced,Bachelor,Finance,Developer,12,1,3071.21,2,5,0,Yes,27.65,Yes
1432,57,Male,Married,Master,Sales,Manager,35,15,13717.84,1,1,9,No,43.15,Yes
1433,28,Male,Divorced,Bachelor,HR,Analyst,21,2,7343.21,5,2,8,Yes,8.16,No
1434,49,Male,Married,PhD,IT,Sales Executive,26,8,4916.97,1,3,4,No,48.12,No
1435,45,Male,Single,High School,R&D,Developer,1,8,19285.78,2,2,1,No,26.49,Yes
1436,34,Male,Divorced,Bachelor,Sales,Manager,10,14,3345.99,2,5,3,Yes,16.96,No
1437,35,Male,Divorced,Bachelor,R&D,Manager,38,4,8959.97,1,3,0,Yes,16.42,Yes
1438,64,Female,Single,High School,IT,Analyst,24,13,13079.73,1,3,3,Yes,3.06,No
1439,52,Male,Divorced,Bachelor,IT,Developer,31,5,19881.46,2,3,4,Yes,15.13,Yes
1440,29,Female,Married,Master,HR,Analyst,23,14,3484.29,2,4,1,Yes,21.97,No
1441,22,Male,Divorced,PhD,IT,Technician,21,18,18767.3,5,4,5,No,35.33,Yes
1442,61,Female,Divorced,Master,Finance,Manager,2,10,17855.78,2,3,3,Yes,14.67,No
1443,38,Male,Divorced,High School,R&D,Sales Executive,31,4,16025.06,2,4,4,Yes,33.23,No
1444,62,Female,Married,Master,IT,Manager,2,7,3847.68,3,2,9,Yes,30.43,Yes
1445,34,Female,Single,PhD,IT,Analyst,30,4,7235.53,4,5,9,Yes,22.89,Yes
1446,48,Female,Married,Bachelor,R&D,Sales Executive,25,11,6880.1,4,5,4,No,1.48,No
1447,34,Male,Married,Master,R&D,Sales Executive,19,11,11616.69,2,5,3,Yes,29.84,No
1448,61,Male,Divorced,Bachelor,HR,Manager,1,12,4159.38,5,1,0,Yes,6.4,Yes
1449,48,Male,Divorced,Bachelor,IT,Sales Executive,37,15,16692.75,3,2,4,No,1.63,Yes
1450,53,Female,Single,PhD,Finance,Developer,28,5,14279.12,2,5,3,No,5.88,Yes
1451,33,Male,Divorced,PhD,Finance,Manager,20,8,17499.17,3,5,5,Yes,10.43,No
1452,64,Female,Married,Bachelor,HR,Analyst,5,11,6007.25,1,5,6,No,24.79,No
1453,34,Male,Divorced,PhD,IT,Technician,30,18,13168.51,5,5,3,No,37.91,Yes
1454,37,Female,Divorced,Bachelor,R&D,Analyst,23,18,17317.21,4,4,2,Yes,47.25,Yes
1455,55,Male,Single,Bachelor,Finance,Developer,27,6,2908.09,3,4,0,Yes,14.98,Yes
1456,27,Male,Married,Master,IT,Technician,1,18,11910.65,2,2,1,Yes,28.41,Yes
1457,39,Male,Married,Bachelor,HR,Technician,9,19,15090.01,1,2,0,No,49.78,No
1458,38,Female,Single,High School,HR,Analyst,7,14,8688.34,5,5,8,No,29.79,No
1459,60,Female,Married,PhD,R&D,Manager,26,11,8363.72,3,5,3,Yes,29.9,Yes
1460,35,Male,Married,High School,HR,Manager,16,7,2581.37,1,5,6,No,8.98,Yes
1461,28,Male,Divorced,High School,HR,Technician,6,14,10814.72,3,1,5,No,16.35,No
1462,27,Female,Single,Master,HR,Analyst,37,16,12733.53,3,3,0,Yes,10.32,Yes
1463,33,Female,Single,High School,Finance,Analyst,12,13,15327.1,3,4,1,Yes,46.38,Yes
1464,55,Male,Divorced,PhD,R&D,Manager,24,6,3554.01,5,5,3,Yes,23.74,No
1465,22,Male,Single,Bachelor,R&D,Developer,17,15,9499.93,5,1,5,Yes,18.53,No
1466,50,Male,Single,PhD,R&D,Manager,2,5,6635.74,4,1,4,No,36.93,No
1467,49,Female,Divorced,Master,HR,Manager,31,17,5723.81,3,1,2,No,18.0,No
1468,26,Female,Divorced,Master,HR,Developer,37,5,6421.82,1,4,8,No,43.53,Yes
1469,42,Male,Married,Bachelor,Finance,Manager,29,18,8490.23,2,3,6,No,34.11,No
1470,60,Female,Married,High School,HR,Technician,1,10,15190.13,3,5,5,Yes,3.15,No
1471,59,Male,Divorced,Bachelor,Finance,Technician,14,19,9842.43,4,5,4,No,28.43,No
1472,55,Male,Single,High School,R&D,Technician,11,2,3137.13,5,3,7,No,41.3,Yes
1473,42,Female,Divorced,High School,Finance,Technician,32,16,8253.05,4,4,7,No,47.1,Yes
1474,45,Male,Divorced,High School,IT,Technician,20,13,3974.54,4,1,9,No,15.83,No
1475,34,Male,Divorced,High School,Sales,Analyst,2,19,5813.94,3,5,9,No,15.3,Yes
1476,44,Male,Married,High School,HR,Analyst,31,3,4327.72,3,1,9,Yes,27.74,No
1477,53,Female,Divorced,Bachelor,R&D,Developer,5,18,19495.95,1,3,9,No,1.81,No
1478,29,Male,Single,Master,Sales,Sales Executive,32,14,17841.57,1,5,4,Yes,15.46,Yes
1479,32,Female,Divorced,Master,Sales,Technician,9,7,13249.05,4,5,0,No,38.56,Yes
1480,34,Female,Divorced,Master,R&D,Sales Executive,10,12,6510.07,1,5,2,Yes,43.3,No
1481,41,Male,Divorced,Bachelor,Sales,Sales Executive,36,17,5137.15,1,2,3,No,20.25,Yes
1482,22,Female,Married,PhD,Finance,Technician,26,12,17155.23,2,3,0,Yes,45.9,No
1483,23,Male,Single,Bachelor,R&D,Manager,3,3,3308.86,1,3,0,No,14.86,No
1484,32,Female,Single,Master,R&D,Developer,36,8,14477.95,4,1,3,Yes,2.9,No
1485,51,Female,Married,PhD,Finance,Sales Executive,23,18,7307.31,3,4,3,No,9.11,Yes
1486,26,Male,Married,High School,IT,Manager,30,15,10813.04,5,5,6,Yes,43.48,No
1487,28,Male,Married,Master,IT,Manager,39,19,15116.76,3,5,5,No,48.44,Yes
1488,45,Female,Single,Master,Sales,Technician,23,13,2654.12,4,5,0,Yes,30.76,No
1489,52,Female,Single,High School,R&D,Developer,23,16,5159.98,5,3,0,Yes,36.76,Yes
1490,51,Male,Divorced,PhD,Finance,Technician,36,15,13648.68,2,5,5,Yes,41.9,No
